1,0,1,0,1,0,1,0,1,0,1,0
16195218120.146599,1786794114939.613,24307489965.275509,1786794114939.613,25929944334.301289,1786794114939.613,38909579286.50753,1786794114939.613,53511668607.739548,1786794114939.613,72981121036.04892,1786794114939.613
30212030543.153175,3325378661767.7021,45345399105.910622,3325378661767.7021,48372072818.46212,3325378661767.7021,72585462518.874039,3325378661767.7021,99825525931.837463,3325378661767.7021,136145610482.45535,3325378661767.7021
43895579501.485382,4819502908529.0088,65883111320.303337,4819502908529.0088,70280617684.06694,4819502908529.0088,105460668594.17567,4819502908529.0088,145038225868.04803,4819502908529.0088,197808302233.21112,4819502908529.0088
56422573118.867088,6179677397820.7852,84684943404.125961,6179677397820.7852,90337417461.177765,6179677397820.7852,135557209917.592,6179677397820.7852,186429476431.05801,6179677397820.7852,254259165115.67932,6179677397820.7852
67232415623.447708,7346763702662.8916,100909494148.82257,7346763702662.8916,107644909853.89755,7346763702662.8916,161528235494.49741,7346763702662.8916,222146976840.17221,7346763702662.8916,302971965301.07196,7346763702662.8916
77751865834.03096,8475807068774.7891,116698193537.88416,8475807068774.7891,124487459078.6548,8475807068774.7891,186801583404.81989,8475807068774.7891,256904973271.75568,8475807068774.7891,350376159761.0033,8475807068774.7891
87348587298.087784,9499263081953.0938,131101964389.34129,9499263081953.0938,139852639807.59201,9499263081953.0938,209858043153.59772,9499263081953.0938,288614121917.854,9499263081953.0938,393622226936.86261,9499263081953.0938
95599726329.065384,10373499002968.295,143486143331.16507,10373499002968.295,153063426731.58499,10373499002968.295,229681693934.94455,10373499002968.295,315877244538.72394,10373499002968.295,430804645343.76349,10373499002968.295
103597902151.11522,11215126028441.229,155490648432.40836,11215126028441.229,165869197688.66696,11215126028441.229,248897591738.73602,11215126028441.229,342304535045.0636,11215126028441.229,466847126120.16742,11215126028441.229
110862917813.26936,11973871406123.145,166394749507.12,11973871406123.145,177501115845.89008,11973871406123.145,266352046556.05112,11973871406123.145,366309343604.98218,11973871406123.145,499585739670.22406,11973871406123.145
117080942198.67183,12618222897648.186,175727415744.39413,12618222897648.186,187456710453.53854,12618222897648.186,281291068126.69427,12618222897648.186,386854720508.99426,12618222897648.186,527606257018.72833,12618222897648.186
123078826688.49861,13234590695047.387,184729672828.60419,13234590695047.387,197059842056.62518,13234590695047.387,295701195880.79419,13234590695047.387,406672718932.98401,13234590695047.387,554634749669.23792,13234590695047.387
128497084993.85564,13786238528650.488,192861965855.62314,13786238528650.488,205734942027.97653,13786238528650.488,308718751406.8045,13786238528650.488,424575536957.98584,13786238528650.488,579051251026.22827,13786238528650.488
133107657037.88739,14251066659583.787,199781998229.71277,14251066659583.787,213116866468.07773,14251066659583.787,319795812374.99835,14251066659583.787,439809626520.28381,14251066659583.787,599828045380.66516,14251066659583.787
137526955528.77444,14691860196196.762,206414947099.32068,14691860196196.762,220192545413.42987,14691860196196.762,330413331926.30377,14691860196196.762,454411716753.28687,14691860196196.762,619742896522.59814,14691860196196.762
141490751468.26221,15082431171942.146,212364229740.08362,15082431171942.146,226538925394.44781,15082431171942.146,339936490629.36206,15082431171942.146,467508751518.64038,15082431171942.146,637605099371.01208,15082431171942.146
144838020944.57901,15407940440172.895,217388164496.92242,15407940440172.895,231898193207.39099,15407940440172.895,347978422891.14044,15407940440172.895,478568681285.35834,15407940440172.895,652689025810.98279,15407940440172.895
148019538121.47873,15712808515080.594,222163320736.23898,15712808515080.594,236992077259.19092,15712808515080.594,355622129442.80731,15712808515080.594,489080938149.37561,15712808515080.594,667026016424.80042,15712808515080.594
150845764579.77261,15979011587823.17,226405219225.436,15979011587823.17,241517110154.5686,15979011587823.17,362412237587.62994,15979011587823.17,498419255949.82385,15979011587823.17,679761947099.41626,15979011587823.17
153207580558.31262,16197253015852.09,229950081528.21823,16197253015852.09,245298581722.19928,16197253015852.09,368086583274.04816,16197253015852.09,506223085019.87805,16197253015852.09,690405087347.65161,16197253015852.09
155426295015.86984,16397782064584.711,233280161988.63397,16397782064584.711,248850935383.18671,16397782064584.711,373417122539.60919,16397782064584.711,513554083090.58447,16397782064584.711,700403363825.21851,16397782064584.711
157370471625.7944,16568840667479.611,236198187117.21967,16568840667479.611,251963730215.50464,16568840667479.611,378088075001.7851,16568840667479.611,519977962886.35028,16568840667479.611,709164480065.77112,16568840667479.611
158970736495.91495,16705313003858.021,238600033266.1593,16705313003858.021,254525892620.20807,16705313003858.021,381932767452.59894,16705313003858.021,525265501639.03851,16705313003858.021,716375813887.625,16705313003858.021
160448098067.21429,16826614948643.461,240817413192.98999,16826614948643.461,256891276218.14502,16826614948643.461,385482180419.38605,16826614948643.461,530146947645.78198,16826614948643.461,723033303947.64368,16826614948643.461
161715862402.67801,16925744723248.211,242720207501.45267,16925744723248.211,258921076521.20749,16925744723248.211,388528028679.24695,16925744723248.211,534335849857.04114,16925744723248.211,728746278094.10046,16925744723248.211
162734642975.98685,17000688779080.125,244249300742.39499,17000688779080.125,260552232295.67651,17000688779080.125,390975684721.92944,17000688779080.125,537702068701.46381,17000688779080.125,733337247340.84326,17000688779080.125
163648612365.15625,17062680365285.953,245621082313.44388,17062680365285.953,262015576303.10129,17062680365285.953,393171528220.36145,17062680365285.953,540721974127.27893,17062680365285.953,737455902003.16907,17062680365285.953
164405086361.79269,17108277283682.83,246756478202.91376,17108277283682.83,263226756571.13791,17108277283682.83,394988983516.93152,17108277283682.83,543221488830.94916,17108277283682.83,740864829249.63977,17108277283682.83
164986854437.91443,17137716716250.273,247629657036.80743,17137716716250.273,264158217556.58603,17137716716250.273,396386701714.81482,17137716716250.273,545143746392.82208,17137716716250.273,743486472630.16528,17137716716250.273
165480110170.81516,17156151850361.051,248369987218.78879,17156151850361.051,264947962628.38345,17156151850361.051,397571765905.14124,17156151850361.051,546773544591.49341,17156151850361.051,745709249506.63,17156151850361.051
165857582683.11172,17162754555170.859,248936537742.34482,17162754555170.859,265552328754.19141,17162754555170.859,398478656848.96429,17162754555170.859,548020775955.58362,17162754555170.859,747410268097.74292,17162754555170.859
166117989669.94598,17159341056760.879,249327383989.21811,17159341056760.879,265969262853.07254,17159341056760.879,399104293763.9079,17159341056760.879,548881203538.59753,17159341056760.879,748583749904.85071,17159341056760.879
166304626417.88351,17146642537701.102,249607508087.8345,17146642537701.102,266268084421.82474,17146642537701.102,399552695093.74622,17146642537701.102,549497882099.65778,17146642537701.102,749424798107.54016,17146642537701.102
166408743968.25214,17125696942023.158,249763778679.07535,17125696942023.158,266434785621.24005,17125696942023.158,399802841158.55713,17125696942023.158,549841903638.0387,17125696942023.158,749893986944.0144,17125696942023.158
166440039849.8154,17099375958592.16,249810750836.00986,17099375958592.16,266484893033.24872,17099375958592.16,399878030611.15979,17099375958592.16,549945310386.30957,17099375958592.16,750035016753.17615,17099375958592.16
166410971259.22128,17065296373170.568,249767121632.07547,17065296373170.568,266438351706.6463,17065296373170.568,399808192303.21289,17065296373170.568,549849262974.35034,17065296373170.568,749904023869.20032,17065296373170.568
166325841757.18143,17025778195766.383,249639350304.68637,17025778195766.383,266302052014.18735,17025778195766.383,399603665690.19531,17025778195766.383,549567981075.70398,17025778195766.383,749520401589.71594,17025778195766.383
166201397501.97372,16984339595950.615,249452571252.85364,16984339595950.615,266102806003.02963,16984339595950.615,399304684004.43744,16984339595950.615,549156796756.02106,16984339595950.615,748959613758.13281,16984339595950.615
166028848063.77966,16936506723241.123,249193590873.19269,16936506723241.123,265826539435.07532,16936506723241.123,398890127930.13617,16936506723241.123,548586664987.07947,16936506723241.123,748182047729.6709,16936506723241.123
165821188383.17139,16885422162740.115,248881913341.88803,16885422162740.115,265494058333.63138,16885422162740.115,398391218267.57806,16885422162740.115,547900523193.26782,16885422162740.115,747246263094.18774,16885422162740.115
165599113238.93689,16834933577561.713,248548599563.70776,16834933577561.713,265138496828.66196,16834933577561.713,397857674948.29535,16834933577561.713,547166750332.88275,16834933577561.713,746245517512.33289,16834933577561.713
165340198057.30301,16779276621030.551,248159992375.28879,16779276621030.551,264723951238.88596,16779276621030.551,397235622147.66327,16779276621030.551,546311251920.03748,16779276621030.551,745078758283.20337,16779276621030.551
165062695341.13745,16722061796335.842,247743487056.33728,16722061796335.842,264279645399.37726,16722061796335.842,396568912143.69696,16722061796335.842,545394337231.05652,16722061796335.842,743828237347.53601,16722061796335.842
164788808982.44672,16667221375118.395,247332409547.7663,16667221375118.395,263841129660.83023,16667221375118.395,395910890565.34149,16667221375118.395,544489371582.91656,16667221375118.395,742594012939.68359,16667221375118.395
164488484569.32849,16608320015448.809,246881651021.13535,16608320015448.809,263360284311.49677,16608320015448.809,395189350634.38763,16608320015448.809,543497050247.63989,16608320015448.809,741240649731.97644,16608320015448.809
164182523990.77396,16549161229670.67,246422433143.49265,16549161229670.67,262870414974.03647,16549161229670.67,394454269618.38629,16549161229670.67,542486106093.27985,16549161229670.67,739861888059.80493,16549161229670.67
163892747382.18607,16493576813675.609,245987505873.40143,16493576813675.609,262406457571.64456,16493576813675.609,393758071157.58911,16493576813675.609,541528636441.77667,16493576813675.609,738556056820.6936,16493576813675.609
163586187613.9819,16434937678726.732,245527388668.79126,16434937678726.732,261915628879.7532,16434937678726.732,393021550567.44818,16434937678726.732,540515712466.10504,16434937678726.732,737174594997.64771,16434937678726.732
163284073522.37454,16377029412469.539,245073944004.09167,16377029412469.539,261431918100.43518,16377029412469.539,392295710871.18256,16377029412469.539,539517477738.27338,16377029412469.539,735813166894.39465,16377029412469.539
163006376095.53796,16323443816522.021,244657146442.84613,16323443816522.021,260987300512.3078,16323443816522.021,391628533068.00079,16323443816522.021,538599919693.15546,16323443816522.021,734561768526.69519,16323443816522.021
162720897983.84772,16267722206785.693,244228670809.86334,16267722206785.693,260530225375.06656,16267722206785.693,390942661896.69147,16267722206785.693,537656652983.51953,16267722206785.693,733275307765.95715,16267722206785.693
162447654609.22614,16213473577048.842,243818558359.5387,16213473577048.842,260092739109.60123,16213473577048.842,390286185110.10126,16213473577048.842,536753811860.66382,16213473577048.842,732043980861.41394,16213473577048.842
162203640088.36356,16163945833116.518,243452315652.99789,16163945833116.518,259702050765.92484,16163945833116.518,389699931669.33972,16163945833116.518,535947547685.68146,16163945833116.518,730944369040.80408,16163945833116.518
161960271459.85101,16113124309331.57,243087042369.75858,16113124309331.57,259312396551.74014,16113124309331.57,389115230007.59216,16113124309331.57,535143417645.42578,16113124309331.57,729847667829.20422,16113124309331.57
161735086756.30917,16064322714951.756,242749061437.29114,16064322714951.756,258951856373.48761,16064322714951.756,388574215863.05872,16064322714951.756,534399370288.82617,16064322714951.756,728832909523.18311,16064322714951.756
161541259093.91522,16020370844047.227,242458144456.50375,16020370844047.227,258641521529.02155,16020370844047.227,388108538109.16315,16020370844047.227,533758931761.82263,16020370844047.227,727959456632.0354,16020370844047.227
161356005708.84027,15975901504160.412,242180096654.65244,15975901504160.412,258344914843.81494,15975901504160.412,387663460357.11432,15975901504160.412,533146824059.57623,15975901504160.412,727124642329.52563,15975901504160.412
161193415778.7662,15933845210580.092,241936064554.28378,15933845210580.092,258084594309.38736,15933845210580.092,387272832350.21552,15933845210580.092,532609600146.14716,15933845210580.092,726391957207.3894,15933845210580.092
161062209814.80576,15896561245396.879,241739136817.42111,15896561245396.879,257874522217.94424,15896561245396.879,386957605422.12885,15896561245396.879,532176074026.83655,15896561245396.879,725800698833.11353,15896561245396.879
160947058739.94858,15859477310793.758,241566305949.94815,15859477310793.758,257690155391.94812,15859477310793.758,386680950927.94751,15859477310793.758,531795595905.94684,15859477310793.758,725281789209.94592,15859477310793.758
160857887856.77829,15825079514381.539,241432468891.88562,15825079514381.539,257547385098.90714,15825079514381.539,386466714755.07886,15825079514381.539,531500960618.27209,15825079514381.539,724879955102.52979,15825079514381.539
160798505620.03622,15795221688455.053,241343341773.43448,15795221688455.053,257452309004.11417,15795221688455.053,386324046849.55139,15795221688455.053,531304751925.6684,15795221688455.053,724612358693.82434,15795221688455.053
160762256820.32892,15766228852551.406,241288935755.02805,15766228852551.406,257394271541.96793,15766228852551.406,386236957837.48657,15766228852551.406,531184979919.94507,15766228852551.406,724449009363.22314,15766228852551.406
160754373152.77417,15740100426913.756,241277103116.00189,15740100426913.756,257381649108.64749,15740100426913.756,386218017049.81195,15740100426913.756,531158930983.62183,15740100426913.756,724413482895.36865,15740100426913.756
160773435338.08755,15718164252706.129,241305713652.44577,15718164252706.129,257412169315.31747,15718164252706.129,386263814618.29077,15718164252706.129,531221915584.13568,15718164252706.129,724499383538.5957,15718164252706.129
160822357626.14297,15697711923447.646,241379141377.6669,15697711923447.646,257490498127.97177,15697711923447.646,386381352130.4101,15697711923447.646,531383562883.15314,15697711923447.646,724719843886.81079,15697711923447.646
160901294048.82956,15680228573225.553,241497617478.95584,15680228573225.553,257616882164.98114,15680228573225.553,386570999653.18329,15680228573225.553,531644381827.41071,15680228573225.553,725075558059.71399,15680228573225.553
161003382259.50223,15666505319839.639,241650842223.33099,15666505319839.639,257780334216.0968,15666505319839.639,386816270158.22284,15666505319839.639,531981698093.11456,15666505319839.639,725535602006.30383,15666505319839.639
161141730656.33856,15654842251375.529,241858490076.10699,15654842251375.529,258001841960.06073,15654842251375.529,387148657031.69031,15654842251375.529,532438823987.27362,15654842251375.529,726159046594.71802,15654842251375.529
161311162334.84418,15646195667968.082,242112790993.48969,15646195667968.082,258273116725.2189,15646195667968.082,387555722579.05176,15646195667968.082,532998654164.61383,15646195667968.082,726922562945.3634,15646195667968.082
161499248862.52023,15640818152821.455,242395091074.30804,15640818152821.455,258574259516.66571,15640818152821.455,388007607055.52631,15640818152821.455,533620123036.74445,15640818152821.455,727770144345.03552,15640818152821.455
161729695624.56311,15638038256963.443,242740969858.67828,15638038256963.443,258943224705.50137,15638038256963.443,388561263480.08569,15638038256963.443,534381557101.4931,15638038256963.443,728808615263.36975,15638038256963.443
161991833038.74097,15638277751746.473,243134413313.25327,15638277751746.473,259362929368.15576,15638277751746.473,389191057807.37549,15638277751746.473,535247702301.49768,15638277751746.473,729989894960.32739,15638277751746.473
162267608857.13528,15641255047795.152,243548326722.05667,15641255047795.152,259804470295.04099,15641255047795.152,389853618878.91522,15641255047795.152,536158911035.77374,15641255047795.152,731232633911.58533,15641255047795.152
162591574077.29141,15647332156018.318,244034567863.10126,15647332156018.318,260323166620.26331,15647332156018.318,390631956677.55902,15647332156018.318,537229345492.01672,15647332156018.318,732692530577.96057,15647332156018.318
162947477979.91501,15656397666617.064,244568745944.41037,15656397666617.064,260892999537.30954,15656397666617.064,391487028280.50201,15656397666617.064,538405310616.59369,15656397666617.064,734296353731.38281,15656397666617.064
163311637211.36813,15667644769190.537,245115314493.15234,15667644769190.537,261476049949.50934,15667644769190.537,392361933600.36407,15667644769190.537,539608552707.57574,15667644769190.537,735937378183.85828,15667644769190.537
163729558216.46915,15682460699553.771,245742574377.06464,15682460699553.771,262145177609.18384,15682460699553.771,393366003466.13654,15682460699553.771,540989432555.2085,15682460699553.771,737820671340.63782,15682460699553.771
164179411951.91739,15700210705294.391,246417759250.92108,15700210519840.297,262865427760.50717,15700210441902.168,394446775259.78625,15700210030717.162,542475789379.96625,15700209755191.424,739847806946.83606,15700209533408.064
164631920312.98145,15719575627709.824,247096925765.25336,15719575091670.672,263589924097.30234,15719574865990.014,395533909074.5553,15719573675379.895,543970886609.75226,15719572869238.418,741886852803.63123,15719572217073.689
165143545818.4697,15742949571712.143,247864819512.4389,15742948563468.891,264409069041.43497,15742948138306.438,396763062143.54169,15742945897214.125,545661293352.7359,15742944364626.494,744192260699.06909,15742943119472.977
165686829725.72232,15769179180141.938,248680227669.09949,15769177587987.543,265278898999.9549,15769176915715.002,398068264819.55225,15769173377739.27,547456283138.854,15769170936213.375,746640295106.46082,15769168945920.596
166226953125.5813,15796447271747.285,249490890932.83603,15796445020107.547,266143666778.31137,15796444068402.707,399365866951.12756,15796439070496.561,549240815381.03253,15796435594119.244,749074061837.99951,15796432753252.611
166831279646.69431,15828131567504.93,250397914237.87738,15828128490403.016,267111225094.45703,15828127188646.115,400817703392.96368,15828120372036.146,551237453580.13672,15828115593225.879,751797095161.10461,15828111680325.102
167466795779.7132,15862576410909.785,251351747905.83554,15862572372071.002,268128717187.9704,15862570662248.691,402344460953.65967,15862561739841.693,553337121338.97485,15862555438206.553,754660634686.82581,15862550271287.182
168093237607.76703,15897484517752.02,252291960621.11322,15897479442674.707,269131678588.40137,15897477293054.527,403849410170.28082,15897466118151.141,555406988464.52466,15897463577536.904,757483741848.49805,15897461413327.928
168788783954.80554,15937191353322.148,253335968056.31952,15937189799865.777,270245395510.29257,15937189070671.35,405520807354.47083,15937185172950.16,557705571693.15833,15937180986649.928,760618542225.7478,15937177032010.232
169515206538.22659,15979578998031.434,254426234192.01575,15979575920409.779,271408421956.10141,15979574528820.455,407265904563.52917,15979566888373.207,560105472052.37781,15979559937408.184,763891491927.62915,15979553588178.357
170226729755.2691,16021872914068.479,255494131705.80682,16021867953893.584,272547583962.97498,16021865746578.648,408975167344.10663,16021853468730.234,562456068048.51245,16021843167748.984,767097173527.552,16021833933067.996
171012060830.84207,16069322607134.742,256672796664.84674,16069315104993.477,273804901700.86996,16069311798560.547,410861686012.96222,16069293240009.623,565050399593.34656,16069278479018.359,770635222555.46887,16069265419349.51
